,root-Environmental-Aquatic-Freshwater-Groundwater,root-Environmental-Aquatic-Freshwater-Lake,root-Environmental-Aquatic-Marine-Coastal,root-Environmental-Aquatic-Marine-Cold_seeps,root-Environmental-Aquatic-Marine-Hydrothermal_vents,root-Environmental-Aquatic-Marine-Intertidal_zone,root-Environmental-Aquatic-Marine-Marginal_Sea,root-Environmental-Aquatic-Marine-Neritic_zone,root-Environmental-Aquatic-Marine-Oceanic,root-Environmental-Aquatic-Marine-Oil_contaminated_sediment,root-Environmental-Aquatic-Marine-Oil_seeps,root-Environmental-Aquatic-Marine-Pelagic,root-Environmental-Aquatic-Marine-Sediment,root-Environmental-Aquatic-Marine-Volcanic,root-Environmental-Aquatic-Marine-Wetlands,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Alkaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Hypersaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Salt_crystallizer_pond,root-Environmental-Aquatic-Thermal_springs-Sediment,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Wetlands,root-Host_associated-Human-Skin-Foot,root-Host_associated-Human-Skin-Hand,root-Host_associated-Human-Skin-Nose,root-Host_associated-Human-Skin-Skin,root-Host_associated-Mammals-Digestive_system-Fecal,root-Host_associated-Mammals-Digestive_system-Foregut,root-Host_associated-Mammals-Digestive_system-Large_intestine,root-Host_associated-Mammals-Digestive_system-Oral_cavity,root-Host_associated-Mammals-Digestive_system-Stomach,root-Host_associated-Plants-Phylloplane-Endophytes,root-Host_associated-Plants-Rhizoplane-Endophytes,root-Host_associated-Plants-Rhizosphere-Epiphytes,root-Host_associated-Plants-Rhizosphere-Forest_soil,root-Host_associated-Plants-Rhizosphere-Soil
examples/Contamination/data/tsvs/sinks/root/ERR503022.tsv,0.0013045967,0.004187584,0.00011345744,2.682209e-07,2.9802322e-08,2.771616e-06,2.771616e-06,2.95043e-06,1.4573336e-05,2.0861626e-06,2.682209e-07,0.0,0.00028166175,0.0,3.4570694e-06,0.0,7.033348e-06,0.0001746118,7.987022e-06,1.4573336e-05,8.046627e-07,1.4901161e-07,0.0,0.0,9.685755e-06,5.0365925e-06,0.0,6.2584877e-07,2.9802322e-08,1.1920929e-07,5.9604645e-08,3.874302e-07,0.3213064,0.5500974,0.017671138,0.035831183,4.696846e-05,2.682209e-07,9.953976e-05,4.917383e-06,0.00016823411,5.096197e-06,6.16014e-05,0.0,1.3411045e-06,1.4305115e-06
examples/Contamination/data/tsvs/sinks/root/ERR503831.tsv,0.00013777614,0.00028684735,2.4050474e-05,5.9604645e-08,1.1920929e-07,9.23872e-07,3.5762787e-07,1.04010105e-05,4.6789646e-06,1.41859055e-05,3.2782555e-07,5.9604645e-08,0.00043654442,0.0,4.5895576e-06,0.0,1.001358e-05,5.3554773e-05,1.7285347e-06,2.0056963e-05,8.6426735e-07,3.2782555e-07,0.0,5.9604645e-08,2.643466e-05,5.7816505e-06,0.0,2.5629997e-06,0.0,0.0,1.7881393e-07,2.9802322e-07,0.38305888,0.4401769,0.01452747,0.10837591,7.6293945e-05,1.3113022e-06,0.00026714802,2.7477741e-05,0.00023758411,6.854534e-07,0.00011947751,0.0,3.0994415e-06,1.4901161e-07
examples/Contamination/data/tsvs/sinks/root/ERR503754.tsv,0.0001578331,0.0005018711,4.142523e-06,0.0,5.9604645e-08,4.4703484e-07,1.4901161e-07,3.4868717e-06,5.364418e-07,1.8060207e-05,1.4901161e-07,2.9802322e-08,0.00033280253,0.0,1.9967556e-06,0.0,3.1232834e-05,5.6743622e-05,1.2814999e-06,4.044175e-05,3.2782555e-07,5.9604645e-07,0.0,5.066395e-07,5.9634447e-05,2.2619963e-05,0.0,1.847744e-06,0.0,0.0,2.9802322e-08,2.0563602e-06,0.20215705,0.41732436,0.13661423,0.091419995,5.13196e-05,1.4007092e-06,9.396672e-05,1.0371208e-05,0.00037422776,2.0861626e-07,3.5196543e-05,0.0,5.066395e-06,1.9967556e-06
examples/Contamination/data/tsvs/sinks/root/ERR504171.tsv,0.0025836527,0.0097848475,4.8577785e-05,5.9604645e-08,8.940697e-08,3.5762787e-07,3.2782555e-07,3.2782555e-07,2.3543835e-06,5.0216913e-05,2.0861626e-07,0.0,0.00017178059,0.0,2.592802e-06,0.0,2.4974346e-05,8.684397e-05,0.00018283725,0.0018187463,1.5795231e-06,2.0861626e-07,6.2584877e-07,8.046627e-07,0.00045111775,0.00063079596,0.0,1.5228987e-05,0.0,3.9339066e-06,8.940697e-08,3.9845705e-05,0.07368246,0.13938284,0.7235263,0.014869481,4.518032e-05,1.7881393e-07,4.9978495e-05,4.6491623e-06,0.001398176,6.1690807e-06,3.889203e-05,0.0,5.990267e-06,0.00038677454
examples/Contamination/data/tsvs/sinks/root/ERR504510.tsv,2.3245811e-05,0.00052696466,7.122755e-06,8.940697e-08,0.0014657676,0.0076634884,0.0,0.0,1.7881393e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30114397,6.3180923e-06,3.85046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examples/Contamination/data/tsvs/sinks/root/ERR504055.tsv,0.000695467,0.0038856566,2.43783e-05,1.1920929e-07,2.0861626e-07,7.4505806e-07,4.172325e-07,2.771616e-06,7.3611736e-06,7.146597e-05,2.9802322e-07,0.0,0.0002449453,0.0,1.1622906e-05,0.0,4.1216612e-05,0.00010934472,5.0246716e-05,0.0006147921,1.6987324e-06,3.874302e-07,1.7881393e-07,7.748604e-07,0.00032055378,0.00029984117,0.0,6.622076e-05,8.940697e-08,1.1920929e-06,1.4901161e-07,1.5497208e-05,0.15598258,0.11482474,0.6244317,0.01845619,0.00048553944,5.364418e-07,0.0005906522,4.5001507e-06,0.0010017753,1.1622906e-06,4.5776367e-05,8.940697e-08,4.5001507e-06,3.9458275e-05
examples/Contamination/data/tsvs/sinks/root/ERR503398.tsv,0.0002937019,0.0003030002,0.003341049,2.0861626e-07,1.013279e-06,6.2584877e-06,5.90086e-06,2.8431416e-05,0.0004956424,4.211068e-05,2.861023e-06,3.1590462e-06,0.0009607971,2.9802322e-08,4.4941902e-05,0.0,4.23193e-06,7.459521e-05,8.046627e-06,1.2278557e-05,1.1026859e-06,5.9604645e-08,0.0,0.0,4.887581e-06,1.3709068e-06,0.0,1.3381243e-05,1.1920929e-07,2.682209e-07,3.6656857e-06,0.0,0.5030903,0.36516452,0.004045427,0.10335952,7.519126e-05,1.1026859e-06,0.0001809895,2.4527311e-05,8.4757805e-05,6.020069e-06,0.0008909106,0.0,1.9073486e-06,5.9604645e-08
examples/Contamination/data/tsvs/sinks/root/ERR503728.tsv,0.0017102659,0.013690144,6.7323446e-05,2.9802322e-08,0.0,1.5199184e-06,2.3543835e-06,8.6426735e-07,5.811453e-06,4.6491623e-06,1.4901161e-07,0.0,0.00016257167,0.0,4.3809414e-06,0.0,5.5134296e-06,0.00012877584,5.4359436e-05,0.00032398105,9.536743e-07,1.4901161e-07,0.0,8.940697e-08,0.000119656324,2.270937e-05,0.0,1.0728836e-05,0.0,5.364418e-07,1.4901161e-07,2.95043e-06,0.2711305,0.35372776,0.102954805,0.036972493,2.9176474e-05,1.1920929e-07,7.2062016e-05,5.096197e-06,0.00025838614,2.413988e-06,3.8266182e-05,0.0,1.3411045e-06,1.9878149e-05
examples/Contamination/data/tsvs/sinks/root/ERR503211.tsv,0.00076809525,0.007878989,3.1381845e-05,0.0,0.0,1.4901161e-07,2.682209e-07,1.1920929e-07,2.682209e-07,7.3611736e-06,1.1920929e-07,0.0,8.2194805e-05,0.0,3.0100346e-06,0.0,3.6656857e-06,0.00016355515,6.2584877e-07,6.9737434e-05,1.7881393e-07,5.9604645e-08,0.0,0.0,1.7464161e-05,9.596348e-06,0.0,5.662441e-07,0.0,5.9604645e-08,0.0,3.3676624e-06,0.11920008,0.45603803,0.21643874,0.11805582,3.8444996e-06,3.874302e-07,2.4229288e-05,2.771616e-06,0.0002603829,7.748604e-07,2.7447939e-05,0.0,3.0398369e-06,2.3245811e-06
examples/Contamination/data/tsvs/sinks/root/ERR503915.tsv,0.0012139082,0.001326263,0.0011723638,4.23193e-06,3.1292439e-06,7.748604e-07,1.1920929e-07,5.9604645e-08,0.0001232326,0.00129354,3.963709e-06,0.0,0.00022545457,0.0,1.1950731e-05,0.0,0.00013646483,1.6897917e-05,1.6063452e-05,0.00027149916,1.7881393e-07,2.9802322e-08,2.2053719e-06,0.0,1.5258789e-05,0.00042936206,0.0,5.310774e-05,0.0,0.000120162964,1.4901161e-07,0.00017297268,0.0017346144,0.0038766563,0.9994992,0.0005325079,0.0002670586,5.1259995e-06,3.5762787e-07,1.4901161e-07,0.0006029904,4.2021275e-05,9.307265e-05,8.940697e-08,0.0004157126,0.00037825108
examples/Contamination/data/tsvs/sinks/root/ERR503852.tsv,0.004985094,0.03229347,0.0017958283,5.9604645e-08,0.0,1.847744e-06,5.5730343e-06,5.9604645e-08,1.3113022e-05,6.1392784e-06,1.4901161e-07,2.0861626e-07,9.840727e-05,0.0,8.583069e-06,0.0,4.6789646e-06,0.00013741851,1.8775463e-06,6.455183e-05,1.7881393e-07,0.0,0.0,0.0,2.9206276e-06,2.7418137e-06,0.0,9.23872e-07,0.0,5.9604645e-08,2.9802322e-08,3.427267e-06,0.08361563,0.43743712,0.32997382,0.037858278,2.861023e-06,1.4901161e-07,5.632639e-06,4.4703484e-07,3.0368567e-05,6.735325e-06,4.452467e-05,0.0,4.3809414e-06,4.172325e-06
examples/Contamination/data/tsvs/sinks/root/ERR503420.tsv,0.0077082217,0.026630163,0.0029750764,0.0,1.4901161e-07,2.861023e-06,4.172325e-07,5.662441e-07,7.599592e-06,6.02901e-05,5.364418e-07,1.1920929e-07,0.00010791421,5.9604645e-08,2.6524067e-06,0.0,2.771616e-06,2.849102e-05,0.00018137693,0.0025584996,5.3048134e-06,0.0,7.1525574e-07,2.9802322e-08,3.811717e-05,4.6223402e-05,2.9802322e-08,0.00012272596,0.0,5.185604e-06,6.854534e-07,1.3947487e-05,0.02174455,0.19021219,0.38950157,0.013256758,0.00028315187,1.2516975e-06,0.00025120378,1.9967556e-06,0.00036123395,0.0004375577,0.0025560856,0.0,2.7120113e-06,2.8312206e-06
examples/Contamination/data/tsvs/sinks/root/ERR504160.tsv,0.00014808774,0.0003992617,9.387732e-06,2.9802322e-08,1.4901161e-07,6.2584877e-07,2.0861626e-07,4.917383e-06,1.3709068e-06,1.49309635e-05,2.3841858e-07,2.9802322e-08,0.00039741397,0.0,3.516674e-06,0.0,1.6182661e-05,5.3435564e-05,1.3113022e-06,2.682209e-05,4.4703484e-07,4.172325e-07,0.0,2.3841858e-07,4.3809414e-05,1.12354755e-05,0.0,1.8179417e-06,0.0,2.9802322e-08,2.9802322e-08,6.854534e-07,0.31103832,0.4106182,0.048921376,0.08724484,6.312132e-05,1.2218952e-06,0.00013771653,1.6361475e-05,0.00030732155,2.682209e-07,4.720688e-05,0.0,3.8146973e-06,5.364418e-07
examples/Contamination/data/tsvs/sinks/root/ERR504501.tsv,0.0012587309,0.00440982,4.5657158e-05,2.9802322e-08,5.9604645e-08,4.4703484e-07,8.940697e-08,2.0861626e-07,7.1525574e-07,2.3841858e-05,1.4901161e-07,0.0,0.00014293194,0.0,2.1457672e-06,0.0,2.2470951e-05,5.209446e-05,1.1175871e-05,0.00026530027,3.874302e-07,5.9604645e-08,1.4901161e-07,1.1920929e-07,0.00012505054,8.621812e-05,0.0,6.645918e-06,0.0,4.4703484e-07,5.9604645e-08,1.3291836e-05,0.058761388,0.22513545,0.7182168,0.019958258,4.991889e-05,5.364418e-07,1.66893e-05,2.413988e-06,0.00040018559,4.887581e-06,3.7163496e-05,0.0,7.033348e-06,3.6269426e-05
examples/Contamination/data/tsvs/sinks/root/ERR504488.tsv,0.0002824068,0.0014221668,1.052022e-05,2.9802322e-08,1.4901161e-07,1.1026859e-06,3.874302e-07,6.4074993e-06,4.3213367e-06,3.7819147e-05,2.682209e-07,0.0,0.00048449636,0.0,9.924173e-06,0.0,5.1766634e-05,8.7469816e-05,2.1100044e-05,0.00021383166,8.046627e-07,7.1525574e-07,1.7881393e-07,5.662441e-07,0.00026333332,0.00010457635,0.0,2.9236078e-05,8.940697e-08,5.364418e-07,1.7881393e-07,6.4969063e-06,0.31735176,0.20094895,0.3159644,0.036533922,0.00030100346,5.066395e-07,0.0003055036,8.821487e-06,0.0006839037,2.9802322e-07,3.4034252e-05,2.9802322e-08,4.142523e-06,1.692772e-05
examples/Contamination/data/tsvs/sinks/root/ERR503324.tsv,0.0006839335,0.0041140616,4.3809414e-05,2.9802322e-08,0.0,7.748604e-07,1.1622906e-06,7.1525574e-07,2.5629997e-06,1.4811754e-05,1.1920929e-07,0.0,0.00031492114,0.0,1.0102987e-05,0.0,2.026558e-05,0.00027281046,6.109476e-06,7.864833e-05,1.1920929e-07,1.7881393e-07,0.0,0.0,3.85046e-05,1.7613173e-05,0.0,1.0430813e-06,0.0,1.1920929e-07,2.9802322e-08,4.6789646e-06,0.24123085,0.32507065,0.21296334,0.06566021,6.2286854e-06,2.3841858e-07,1.5169382e-05,3.2782555e-06,0.0003193915,1.7881393e-07,1.3530254e-05,0.0,3.993511e-06,1.5497208e-05
examples/Contamination/data/tsvs/sinks/root/ERR503033.tsv,0.00027534366,0.0012838542,9.23872e-06,0.0,0.0,3.5762787e-07,3.2782555e-07,1.1026859e-06,1.1026859e-06,8.374453e-06,1.7881393e-07,0.0,0.0002709031,0.0,3.993511e-06,0.0,1.6272068e-05,0.00014859438,1.9073486e-06,4.6521425e-05,2.0861626e-07,2.9802322e-07,0.0,1.1920929e-07,5.275011e-05,2.0086765e-05,0.0,9.23872e-07,0.0,1.1920929e-07,5.9604645e-08,2.3543835e-06,0.30978435,0.35013592,0.1269978,0.08236289,1.3649464e-05,3.2782555e-07,3.454089e-05,6.7949295e-06,0.0005200505,1.7881393e-07,1.424551e-05,0.0,4.440546e-06,5.543232e-06
examples/Contamination/data/tsvs/sinks/root/ERR504038.tsv,0.00042390823,0.0012659729,1.2427568e-05,0.0,8.940697e-08,3.2782555e-07,1.4901161e-07,2.0563602e-06,9.23872e-07,8.881092e-06,5.9604645e-08,0.0,0.00021395087,0.0,2.3543835e-06,0.0,1.0222197e-05,4.774332e-05,1.7881393e-06,4.1633844e-05,8.046627e-07,2.0861626e-07,0.0,4.172325e-07,4.673004e-05,2.2292137e-05,0.0,3.4868717e-06,0.0,0.0,8.940697e-08,1.1920929e-06,0.22007078,0.42016488,0.14212158,0.047741383,0.0001103878,1.2814999e-06,0.0002925992,1.052022e-05,0.0005106032,1.5795231e-06,5.7160854e-05,0.0,3.2484531e-06,7.748604e-07
examples/Contamination/data/tsvs/sinks/root/ERR503820.tsv,0.0004863143,0.0011761487,2.2292137e-05,0.0,4.7683716e-07,1.4603138e-06,2.9802322e-08,4.7683716e-07,2.9802322e-07,4.506111e-05,3.2782555e-07,0.0,0.00013041496,0.0,7.748604e-07,0.0,9.050965e-05,3.093481e-05,5.841255e-06,8.0257654e-05,2.0861626e-07,1.1920929e-07,2.9802322e-07,1.7881393e-07,4.9859285e-05,0.0001116395,0.0,6.467104e-06,0.0,2.682209e-07,0.0,2.336502e-05,0.010104597,0.21215585,0.89784884,0.006631106,0.00039207935,2.0563602e-06,2.515316e-05,1.013279e-06,0.0001848042,7.867813e-06,6.0498714e-05,1.1920929e-07,1.257658e-05,3.120303e-05
examples/Contamination/data/tsvs/sinks/root/ERR504459.tsv,0.0074664056,0.014763296,0.0029313564,8.940697e-08,0.0,6.2584877e-06,8.404255e-06,2.0861626e-07,1.758337e-06,1.4424324e-05,2.0861626e-07,0.0,0.00040104985,0.0,1.719594e-05,0.0,7.4505806e-06,0.0013668835,7.098913e-05,0.00055399537,2.0861626e-07,2.9802322e-08,0.0,0.0,7.274747e-05,8.940697e-06,0.0,2.1129847e-05,0.0,1.1920929e-07,0.0,3.5762787e-06,0.059708893,0.4645191,0.34502035,0.022788316,1.603365e-05,8.940697e-08,1.9967556e-05,1.7881393e-07,7.44164e-05,3.33786e-06,1.0669231e-05,0.0,3.33786e-06,1.7851591e-05
examples/Contamination/data/tsvs/sinks/root/ERR503117.tsv,0.00036773086,0.001488775,1.3321638e-05,0.0,0.0,2.413988e-06,1.4603138e-06,7.748604e-07,2.9206276e-06,3.33786e-06,2.9802322e-08,0.0,0.00022351742,0.0,1.0728836e-06,0.0,5.5283308e-05,0.00017276406,2.771616e-06,2.4467707e-05,8.940697e-08,4.172325e-07,0.0,0.0,2.5391579e-05,8.314848e-06,0.0,3.5762787e-07,0.0,2.9802322e-08,0.0,1.3768673e-05,0.18077856,0.45298904,0.16480514,0.113170475,1.1920929e-06,1.7881393e-07,1.9073486e-06,1.0728836e-06,0.00011482835,1.1920929e-07,4.798174e-06,0.0,6.3180923e-06,0.00022029877
